"Country","Year","Gini"
"Netherlands",1993,31.9
"Netherlands",1993,25.7
"Netherlands",1994,25.5
"Netherlands",1994,30.6
"Netherlands",1994,31.7
"Netherlands",1995,29
"Netherlands",1995,29.7
"Netherlands",1995,31.6
"Netherlands",1995,48.4
"Netherlands",1995,25.3
"Netherlands",1996,25.7
"Netherlands",1996,32
"Netherlands",1996,29
"Netherlands",1997,26
"Netherlands",1997,25.8
"Netherlands",1997,31.7
"Netherlands",1998,31.8
"Netherlands",1998,25
"Netherlands",1999,30.8
"Netherlands",1999,32
"Netherlands",1999,26
"Netherlands",2000,29.2
"Netherlands",2000,25
"Netherlands",2000,42.4
"Netherlands",2000,32.5
"Netherlands",2000,29
"Netherlands",2001,26
"Netherlands",2001,27
"Netherlands",2002,27
"Netherlands",2002,27
"Netherlands",2003,27
"Netherlands",2003,27
"Netherlands",2004,26.6
"Netherlands",2005,28.4
"Netherlands",2005,27
"Netherlands",2005,26.9
"Netherlands",2005,42.6
"Netherlands",2006,42.4
"Netherlands",2006,26.4
"Netherlands",2006,28
"Netherlands",2006,26
"Netherlands",2007,43
"Netherlands",2007,27.4
"Netherlands",2007,29.5
"Netherlands",2007,27.6
"Netherlands",2008,41.7
"Netherlands",2008,27.6
"Netherlands",2008,28.6
"Netherlands",2009,41.7
"Netherlands",2009,28.3
"Netherlands",2009,27.2
"Netherlands",2010,25.5
"Netherlands",2010,28.8
"Netherlands",2010,42.4
"Netherlands",2010,25.7
"Netherlands",2011,25.8
"New Zealand",1954,66.6
"New Zealand",1955,67.2
"New Zealand",1956,66.7
"New Zealand",1957,66.7
"New Zealand",1958,65.2
"New Zealand",1958,35.7
"New Zealand",1959,60.6
"New Zealand",1960,61
"New Zealand",1961,59.7
"New Zealand",1963,58.2
"New Zealand",1964,58.1
"New Zealand",1965,57.7
"New Zealand",1966,31.4
"New Zealand",1966,56.3
"New Zealand",1967,39.3
"New Zealand",1967,55.6
"New Zealand",1968,55.4
"New Zealand",1968,38.8
"New Zealand",1969,55.1
"New Zealand",1969,40.6
"New Zealand",1970,55.2
"New Zealand",1970,37.1
"New Zealand",1971,35.6
"New Zealand",1971,54.7
"New Zealand",1972,54.3
"New Zealand",1973,55.2
"New Zealand",1973,30
"New Zealand",1974,54.7
"New Zealand",1975,53.2
"New Zealand",1975,30
"New Zealand",1976,51.5
"New Zealand",1977,52.3
"New Zealand",1977,33
"New Zealand",1978,31.9
"New Zealand",1980,34.8
"New Zealand",1982,28.3
"New Zealand",1982,35
"New Zealand",1982,33.9
"New Zealand",1983,34.1
"New Zealand",1984,35.3
"New Zealand",1985,35.8
"New Zealand",1985,40.8
"New Zealand",1985,27.1
"New Zealand",1986,35.5
"New Zealand",1986,35
"New Zealand",1986,27.8
"New Zealand",1986,27
"New Zealand",1987,36.5
"New Zealand",1989,29
"New Zealand",1989,36.6
"New Zealand",1990,46.8
"New Zealand",1990,31.8
"New Zealand",1990,40.2
"New Zealand",1991,33.4
"New Zealand",1992,31.6
"New Zealand",1992,38.2
"New Zealand",1995,33.1
"New Zealand",1995,48.8
"New Zealand",1995,33.5
"New Zealand",1996,40.4
"New Zealand",1996,34.1
"New Zealand",1997,37
"New Zealand",1997,23.6
"New Zealand",1998,33.8
"New Zealand",2000,33.9
"New Zealand",2000,48.4
"New Zealand",2001,33.9
"New Zealand",2003,47.3
"New Zealand",2003,33.5
"New Zealand",2004,33.5
"New Zealand",2008,33
"New Zealand",2008,45.5
"New Zealand",2009,31.7
"New Zealand",2009,45.4
"Nicaragua",1993,50.3
"Nicaragua",1993,54
"Nicaragua",1993,NA
"Nicaragua",1993,52.5
"Nicaragua",1993,53.9
"Nicaragua",1993,55.9
"Nicaragua",1998,55.9
"Nicaragua",1998,54.3
"Nicaragua",1998,NA
"Nicaragua",1998,52
"Nicaragua",1998,53
"Nicaragua",2001,48
"Nicaragua",2001,NA
"Nicaragua",2001,43.1
"Nicaragua",2005,50
"Niger",1960,34
"Niger",1960,29.2
"Niger",1992,36.1
"Niger",1992,36.1
"Niger",1994,49.8
"Niger",1995,50.6
"Niger",2005,43.9
"Niger",2008,34.5
"Nigeria",1959,46.8
"Nigeria",1959,51
"Nigeria",1970,59.8
"Nigeria",1970,61.8
"Nigeria",1971,60.3
"Nigeria",1971,57.9
"Nigeria",1972,52.5
"Nigeria",1972,55.2
"Nigeria",1975,35.5
"Nigeria",1975,43
"Nigeria",1980,37.2
"Nigeria",1980,42.6
"Nigeria",1980,44.4
"Nigeria",1980,36.7
"Nigeria",1981,35.2
"Nigeria",1982,36.1
"Nigeria",1985,48.8
"Nigeria",1985,38.7
"Nigeria",1985,38.7
"Nigeria",1985,39.1
"Nigeria",1986,38.7
"Nigeria",1992,45
"Nigeria",1992,51.8
"Nigeria",1992,46.7
"Nigeria",1996,47.3
"Nigeria",1996,52.9
"Nigeria",1997,50.6
"Nigeria",2003,43.7
"Nigeria",2004,42.9
"Nigeria",2010,44.7
"Nigeria",2010,44.7
"Nigeria",2010,43.3
"Norway",1957,40
"Norway",1963,36
"Norway",1963,35
"Norway",1963,36
"Norway",1970,30.7
"Norway",1970,30.5
"Norway",1973,34.8
"Norway",1976,31.9
"Norway",1979,31.4
"Norway",1979,30.5
"Norway",1979,21.9
"Norway",1982,23.4
"Norway",1982,43.3
"Norway",1982,32.5
"Norway",1984,43.4
"Norway",1984,32.2
"Norway",1985,42.3
"Norway",1985,22.4
"Norway",1985,31.7
"Norway",1986,22.6
"Norway",1986,41.2
"Norway",1986,32
"Norway",1986,31.7
"Norway",1986,35.1
"Norway",1986,22.2
"Norway",1986,24.5
"Norway",1986,24.6
"Norway",1986,22.4
"Norway",1987,22.4
"Norway",1987,40.7
"Norway",1987,32.2
"Norway",1988,23.9
"Norway",1988,21.7
"Norway",1988,30.9
"Norway",1988,40.6
"Norway",1988,31.2
"Norway",1989,24.4
"Norway",1989,34.3
"Norway",1989,24.7
"Norway",1989,41
"Norway",1990,40.8
"Norway",1990,23.3
"Norway",1990,32.9
"Norway",1990,25.2
"Norway",1990,33.4
"Norway",1991,25.2
"Norway",1991,23.3
"Norway",1991,37.8
"Norway",1991,23.8
"Norway",1992,34.1
"Norway",1992,26
"Norway",1992,24
"Norway",1993,24.5
"Norway",1994,25.5
"Norway",1994,35.8
"Norway",1994,27.9
"Norway",1995,24.3
"Norway",1995,40.4
"Norway",1995,25.8
"Norway",1996,27.8
"Norway",1996,35.6
"Norway",1997,35.8
"Norway",1997,28.1
"Norway",1998,35
"Norway",1998,27.2
"Norway",1999,27.3
"Norway",1999,35
"Norway",2000,27.5
"Norway",2000,36.7
"Norway",2000,26.1
"Norway",2000,28.9
"Norway",2000,42.6
"Norway",2001,34.6
"Norway",2001,26.7
"Norway",2002,29.6
"Norway",2002,37.2
"Norway",2003,26.6
"Norway",2003,27
"Norway",2004,25.6
"Norway",2004,25
"Norway",2004,44.7
"Norway",2004,27.6
"Norway",2004,25.2
"Norway",2005,28
"Norway",2005,28.2
"Norway",2006,31.1
"Norway",2006,30
"Norway",2007,23.7
"Norway",2008,25.1
"Norway",2008,41
"Norway",2008,25
"Norway",2009,41.7
"Norway",2009,24.5
"Norway",2009,24.1
"Norway",2010,23.6
"Norway",2010,24.9
"Norway",2010,42.3
"Norway",2011,22.9
"Pakistan",1963,44.3
"Pakistan",1963,38.1
"Pakistan",1963,35.6
"Pakistan",1963,38.7
"Pakistan",1963,36.2
"Pakistan",1963,35.6
"Pakistan",1963,35
"Pakistan",1964,38.1
"Pakistan",1964,37
"Pakistan",1966,31.8
"Pakistan",1966,26.1
"Pakistan",1966,39.1
"Pakistan",1966,38
"Pakistan",1966,34.9
"Pakistan",1966,22.2
"Pakistan",1966,19
"Pakistan",1966,35.5
"Pakistan",1966,32.8
"Pakistan",1967,34.9
"Pakistan",1968,30
"Pakistan",1968,37.4
"Pakistan",1968,30.2
"Pakistan",1968,16.6
"Pakistan",1968,33.6
"Pakistan",1968,20.7
"Pakistan",1968,33.5
"Pakistan",1968,38.5
"Pakistan",1968,26.6
"Pakistan",1969,36.7
"Pakistan",1969,35.7
"Pakistan",1969,30.4
"Pakistan",1969,24.5
"Pakistan",1969,33.5
"Pakistan",1969,33.6
"Pakistan",1969,33.1
"Pakistan",1969,20.8
"Pakistan",1969,30.3
"Pakistan",1969,30.6
"Pakistan",1969,16.3
"Pakistan",1970,32.1
"Pakistan",1970,33.1
"Pakistan",1970,36
"Pakistan",1970,23.9
"Pakistan",1970,14.6
"Pakistan",1970,36.5
"Pakistan",1970,18.6
"Pakistan",1970,29.8
"Pakistan",1970,29.5
"Pakistan",1970,33
"Pakistan",1970,29.9
"Pakistan",1971,34
"Pakistan",1971,32.1
"Pakistan",1971,31.5
"Pakistan",1971,36.3
"Pakistan",1971,30.7
"Pakistan",1972,34
"Pakistan",1979,32.4
"Pakistan",1979,32.3
"Pakistan",1979,36
"Pakistan",1979,41.4
"Pakistan",1979,36.7
"Pakistan",1984,36
"Pakistan",1984,36.9
"Pakistan",1984,26.3
"Pakistan",1984,31.4
"Pakistan",1984,34
"Pakistan",1984,28.4
"Pakistan",1984,38.3
"Pakistan",1984,38
"Pakistan",1985,35.5
"Pakistan",1985,33
"Pakistan",1985,32.4
"Pakistan",1985,35
"Pakistan",1986,32
"Pakistan",1986,34.6
"Pakistan",1986,36
"Pakistan",1986,32.2
"Pakistan",1987,24
"Pakistan",1987,32.1
"Pakistan",1987,37
"Pakistan",1987,31
"Pakistan",1987,34.8
"Pakistan",1987,27
"Pakistan",1987,33.4
"Pakistan",1987,31.6
"Pakistan",1988,31.4
"Pakistan",1990,31.6
"Pakistan",1990,34
"Pakistan",1990,40.7
"Pakistan",1990,41
"Pakistan",1990,26.7
"Pakistan",1990,28.7
"Pakistan",1990,39
"Pakistan",1991,33.2
"Pakistan",1991,33.2
"Pakistan",1992,42
"Pakistan",1992,37
"Pakistan",1992,41
"Pakistan",1992,25.2
"Pakistan",1992,31.6
"Pakistan",1992,31.6
"Pakistan",1992,27.6
"Pakistan",1993,24.6
"Pakistan",1993,30.2
"Pakistan",1993,27.6
"Pakistan",1993,39.9
"Pakistan",1993,34.2
"Pakistan",1996,30.6
"Pakistan",1996,23.8
"Pakistan",1996,26.3
"Pakistan",1996,31.2
"Pakistan",1996,28.4
"Pakistan",1997,28.6
"Pakistan",1998,29.6
"Pakistan",1998,25.1
"Pakistan",1998,35.3
"Pakistan",1999,33
"Pakistan",2002,30.4
"Pakistan",2002,30.6
"Pakistan",2004,31.2
"Pakistan",2005,31.2
"Pakistan",2005,31.2
"Pakistan",2006,32.7
"Pakistan",2008,30
"Pakistan",2011,NA
"Pakistan",2011,30.6
"Pakistan",2011,NA
"Panama",1960,50
"Panama",1962,36.1
"Panama",1968,40.7
"Panama",1968,40.1
"Panama",1969,48
"Panama",1969,49.9
"Panama",1969,55.7
"Panama",1970,57
"Panama",1970,55.8
"Panama",1970,57
"Panama",1970,44.8
"Panama",1970,42.1
"Panama",1970,43.2
"Panama",1972,34.8
"Panama",1972,42.6
"Panama",1972,41.9
"Panama",1979,48.8
"Panama",1979,49
"Panama",1979,47
"Panama",1979,43
"Panama",1980,47.5
"Panama",1989,53
"Panama",1989,56.5
"Panama",1989,53
"Panama",1989,52
"Panama",1989,57
"Panama",1989,55.5
"Panama",1989,NA
"Panama",1991,55.1
"Panama",1991,53.5
"Panama",1991,56.3
"Panama",1991,54
"Panama",1991,51.3
"Panama",1991,55.8
"Panama",1991,NA
"Panama",1995,53
"Panama",1995,55.6
"Panama",1995,53.2
"Panama",1995,56
"Panama",1995,54.7
"Panama",1995,NA
"Panama",1995,51.5
"Panama",1996,55.4
"Panama",1997,NA
"Panama",1997,55
"Panama",1997,57.5
"Panama",1997,55.1
"Panama",1997,52.9
"Panama",1997,48.5
"Panama",1997,57.2
"Panama",1997,56.8
"Panama",1998,56
"Panama",1998,53
"Panama",1998,NA
"Panama",1998,56.5
"Panama",1999,52
"Panama",1999,56.3
"Panama",1999,NA
"Panama",2000,NA
"Panama",2000,53
"Panama",2000,57
"Panama",2001,NA
"Panama",2001,54
"Panama",2002,54
"Panama",2002,NA
"Panama",2003,NA
"Panama",2003,54
"Panama",2004,NA
"Panama",2004,53
"Panama",2005,NA
"Panama",2005,52
"Panama",2006,53
"Panama",2006,NA
"Panama",2007,NA
"Panama",2008,NA
"Panama",2009,49
"Panama",2009,NA
"Panama",2009,NA
"Panama",2010,NA
"Panama",2010,49
"Panama",2011,NA
"Panama",2012,NA
"Papua New Guinea",1996,50.9
"Papua New Guinea",1996,50.9
"Paraguay",1983,45.1
"Paraguay",1990,39.8
"Paraguay",1990,39
"Paraguay",1994,48
"Paraguay",1994,50
"Paraguay",1995,56
"Paraguay",1995,47
"Paraguay",1995,57
"Paraguay",1995,62.1
"Paraguay",1995,59
"Paraguay",1995,52
"Paraguay",1997,45.9
"Paraguay",1997,55
"Paraguay",1998,56.7
"Paraguay",1999,55
"Paraguay",1999,59.4
"Paraguay",1999,54.8
"Paraguay",2001,53
"Paraguay",2002,55
"Paraguay",2003,55
"Paraguay",2004,52
"Paraguay",2005,51
"Paraguay",2006,52
"Paraguay",2007,52
"Paraguay",2008,50
"Paraguay",2009,49
"Paraguay",2010,50
"Peru",1961,57
"Peru",1961,61
"Peru",1961,61.2
"Peru",1961,59.1
"Peru",1961,66.6
"Peru",1962,52
"Peru",1969,41.3
"Peru",1969,48
"Peru",1970,59.4
"Peru",1971,43
"Peru",1971,55
"Peru",1971,56
"Peru",1972,57
"Peru",1981,57
"Peru",1986,31
"Peru",1986,42.8
"Peru",1991,49.2
"Peru",1991,43.8
"Peru",1991,40
"Peru",1991,43
"Peru",1991,46.4
"Peru",1991,42.9
"Peru",1991,41.4
"Peru",1991,49.1
"Peru",1991,48.2
"Peru",1994,44.9
"Peru",1994,44.8
"Peru",1994,50.4
"Peru",1994,48.3
"Peru",1994,50
"Peru",1994,44.6
"Peru",1994,49.6
"Peru",1997,50.5
"Peru",1997,53.3
"Peru",1997,44.8
"Peru",1997,51
"Peru",1997,47.9
"Peru",1997,43.3
"Peru",1997,53
"Peru",1997,NA
"Peru",1997,39.9
"Peru",1998,54
"Peru",1998,NA
"Peru",1999,54
"Peru",1999,NA
"Peru",2000,49.3
"Peru",2000,49
"Peru",2000,NA
"Peru",2001,51
"Peru",2001,NA
"Peru",2002,NA
"Peru",2002,53
"Peru",2003,50
"Peru",2003,NA
"Peru",2003,52
"Peru",2003,NA
"Peru",2004,NA
"Peru",2004,50.2
"Peru",2004,47
"Peru",2005,NA
"Peru",2005,48
"Peru",2006,47
"Peru",2006,NA
"Peru",2007,NA
"Peru",2007,48
"Peru",2008,46
"Peru",2008,NA
"Peru",2009,NA
"Peru",2009,46
"Peru",2010,NA
"Peru",2010,45
"Peru",2011,NA
"Peru",2012,NA
"Philippines",1957,49.2
"Philippines",1957,45.2
"Philippines",1961,41.2
"Philippines",1961,52.6
"Philippines",1961,46.5
"Philippines",1961,48
"Philippines",1961,46.3
"Philippines",1961,50.3
"Philippines",1961,51.3
"Philippines",1965,42.6
"Philippines",1965,51.3
"Philippines",1965,46.5
"Philippines",1965,50.5
"Philippines",1965,53
"Philippines",1971,47
"Philippines",1971,45.8
"Philippines",1971,49.4
"Philippines",1971,49
"Philippines",1971,49
"Philippines",1971,46.6
"Philippines",1971,45.3
"Philippines",1975,45.4
"Philippines",1975,45.2
"Philippines",1985,41
"Philippines",1985,45.2
"Philippines",1985,38.8
"Philippines",1985,45
"Philippines",1985,44.7
"Philippines",1988,44.5
"Philippines",1988,40.7
"Philippines",1988,44.7
"Philippines",1991,47.7
"Philippines",1991,41.8
"Philippines",1991,49.1
"Philippines",1991,42.5
"Philippines",1991,43.8
"Philippines",1991,46.8
"Philippines",1994,42.9
"Philippines",1994,46.8
"Philippines",1994,42.7
"Philippines",1994,45.1
"Philippines",1997,42.7
"Philippines",1997,50.6
"Philippines",1997,48.7
"Philippines",1997,46.2
"Philippines",2000,46.1
"Philippines",2000,48.2
"Philippines",2003,46
"Philippines",2003,44.5
"Philippines",2006,44
"Philippines",2009,44.8
"Philippines",2009,NA
"Poland",1956,27
"Poland",1960,27.2
"Poland",1962,26.8
"Poland",1964,26.4
"Poland",1965,26
"Poland",1970,23.1
"Poland",1972,23.2
"Poland",1973,24
"Poland",1976,25.8
"Poland",1976,24.4
"Poland",1978,24.2
"Poland",1980,23.1
"Poland",1981,21.3
"Poland",1982,20.1
"Poland",1983,21.5
"Poland",1983,24.6
"Poland",1984,22.6
"Poland",1984,25.8
"Poland",1985,23.3
"Poland",1985,25.3
"Poland",1986,25
"Poland",1986,28
"Poland",1986,24.2
"Poland",1987,25.6
"Poland",1987,25
"Poland",1987,23
"Poland",1987,23
"Poland",1988,24.6
"Poland",1988,21.4
"Poland",1988,21.2
"Poland",1989,18
"Poland",1989,20.5
"Poland",1989,24.9
"Poland",1989,27.5
"Poland",1989,26.8
"Poland",1989,20.7
"Poland",1989,32.2
"Poland",1990,28.3
"Poland",1990,31
"Poland",1990,26.8
"Poland",1990,19.1
"Poland",1991,24.2
"Poland",1991,31.4
"Poland",1991,22.5
"Poland",1991,23.9
"Poland",1991,26.5
"Poland",1992,29.4
"Poland",1992,32.4
"Poland",1992,24.7
"Poland",1992,27.1
"Poland",1992,27.4
"Poland",1992,44.4
"Poland",1992,30.8
"Poland",1992,24.7
"Poland",1992,29.1
"Poland",1992,25
"Poland",1992,23.9
"Poland",1993,25.7
"Poland",1993,31
"Poland",1993,31.7
"Poland",1993,25.6
"Poland",1993,28.4
"Poland",1994,28.1
"Poland",1994,32.3
"Poland",1995,29
"Poland",1995,33
"Poland",1995,32.1
"Poland",1996,33.6
"Poland",1996,32.8
"Poland",1996,30.2
"Poland",1996,33.7
"Poland",1997,33.4
"Poland",1997,30
"Poland",1997,34.7
"Poland",1998,32.7
"Poland",1998,29.4
"Poland",1998,32.6
"Poland",1999,33.4
"Poland",1999,33.1
"Poland",1999,30.5
"Poland",1999,32
"Poland",2000,30
"Poland",2000,34.5
"Poland",2001,34.1
"Poland",2001,30
"Poland",2002,34.1
"Poland",2002,35.3
"Poland",2003,35.6
"Poland",2004,35.1
"Poland",2004,31.5
"Poland",2004,36.6
"Poland",2004,34.9
"Poland",2004,54.2
"Poland",2005,32.6
"Poland",2005,36.6
"Poland",2005,52.1
"Poland",2005,36
"Poland",2005,35.6
"Poland",2006,31.4
"Poland",2006,34
"Poland",2006,33
"Poland",2006,50.1
"Poland",2006,33.3
"Poland",2007,31
"Poland",2007,32.2
"Poland",2007,31.4
"Poland",2007,48.6
"Poland",2008,32
"Poland",2008,47
"Poland",2008,30.5
"Poland",2009,46.7
"Poland",2009,31.4
"Poland",2009,30.4
"Poland",2010,30.5
"Poland",2010,31
"Poland",2010,46.8
"Poland",2010,31.1
"Poland",2011,31.1
"Portugal",1973,40.6
"Portugal",1980,33
"Portugal",1980,32
"Portugal",1980,39.6
"Portugal",1980,36.8
"Portugal",1990,36.8
"Portugal",1990,32
"Portugal",1990,36.8
"Portugal",1990,31
"Portugal",1991,35.6
"Portugal",1995,37
"Portugal",1996,36
"Portugal",1997,36
"Portugal",1998,37
"Portugal",1999,36
"Portugal",2000,36
"Portugal",2000,36
"Portugal",2001,37
"Portugal",2001,37
"Portugal",2004,38
"Portugal",2004,37.8
"Portugal",2004,49.8
"Portugal",2004,37.8
"Portugal",2005,49.8
"Portugal",2005,38
"Portugal",2005,37.3
"Portugal",2005,38.1
"Portugal",2006,37.7
"Portugal",2006,38
"Portugal",2006,36.9
"Portugal",2006,53.1
"Portugal",2007,36.8
"Portugal",2007,52.2
"Portugal",2007,36.1
"Portugal",2008,35.3
"Portugal",2008,35.8
"Portugal",2008,52.1
"Portugal",2009,33.9
"Portugal",2009,51.7
"Portugal",2009,35.4
"Portugal",2010,34.4
"Portugal",2010,33.7
"Portugal",2010,52.2
"Portugal",2011,34.2
"Puerto Rico",1953,38.9
"Puerto Rico",1953,41.5
"Puerto Rico",1953,39.4
"Puerto Rico",1953,41.5
"Puerto Rico",1963,46.3
"Puerto Rico",1963,44.3
"Puerto Rico",1963,42.4
"Puerto Rico",1963,44.9
"Puerto Rico",1963,44.1
"Puerto Rico",1963,44
"Puerto Rico",1963,44.6
"Puerto Rico",1963,44.9
"Puerto Rico",1963,39.8
"Puerto Rico",1969,52.3
"Puerto Rico",1969,51.6
"Puerto Rico",1977,38.7
"Puerto Rico",1977,32.2
"Puerto Rico",1977,39.7
"Puerto Rico",1979,50.2
"Puerto Rico",1979,46.4
"Puerto Rico",1989,50.9
"Puerto Rico",1999,55.8
"Puerto Rico",2003,55.8
"Qatar",2007,29.3
"Reunion",1977,51
"Romania",1989,23.7
"Romania",1989,23.3
"Romania",1989,15.5
"Romania",1989,15.5
"Romania",1989,23.7
"Romania",1989,31.2
"Romania",1989,15.6
"Romania",1990,22.7
"Romania",1990,22.7
"Romania",1990,22.9
"Romania",1991,24.3
"Romania",1991,25.8
"Romania",1991,27.1
"Romania",1991,20.4
"Romania",1991,20.4
"Romania",1991,25.8
"Romania",1991,20.5
"Romania",1992,27.1
"Romania",1992,25.9
"Romania",1992,25.9
"Romania",1993,22.9
"Romania",1993,26.7
"Romania",1993,22.6
"Romania",1993,26.7
"Romania",1993,22.6
"Romania",1994,27.7
"Romania",1994,33
"Romania",1994,26.4
"Romania",1994,28.6
"Romania",1995,31.1
"Romania",1995,30.6
"Romania",1995,30.6
"Romania",1995,28.7
"Romania",1996,30.2
"Romania",1996,30.5
"Romania",1997,30.4
"Romania",1997,30.5
"Romania",1997,30.4
"Romania",1997,30.5
"Romania",1997,35.2
"Romania",1998,35.8
"Romania",1998,29.8
"Romania",1999,29.9
"Romania",1999,37.2
"Romania",2000,29
"Romania",2000,31
"Romania",2000,40.6
"Romania",2001,30
"Romania",2001,35.3
"Romania",2001,38.8
"Romania",2001,38.8
"Romania",2002,30
"Romania",2002,30.3
"Romania",2002,34.9
"Romania",2002,39.1
"Romania",2003,35.8
"Romania",2003,30
"Romania",2003,35.2
"Romania",2004,31
"Romania",2004,36.7
"Romania",2004,35.9
"Romania",2005,39.5
"Romania",2005,31
"Romania",2005,36.1
"Romania",2006,36.4
"Romania",2006,33
"Romania",2006,40.2
"Romania",2007,39.3
"Romania",2007,37.8
"Romania",2007,37.5
"Romania",2008,38.9
"Romania",2008,36
"Romania",2008,34.7
"Romania",2009,34.9
"Romania",2010,33.3
"Romania",2011,33.2
"Russian Federation",1981,25.1
"Russian Federation",1986,26.1
"Russian Federation",1988,26.4
"Russian Federation",1988,23.8
"Russian Federation",1989,27.5
"Russian Federation",1989,27.1
"Russian Federation",1989,27.8
"Russian Federation",1989,24.2
"Russian Federation",1990,23.5
"Russian Federation",1990,25.9
"Russian Federation",1990,26.9
"Russian Federation",1991,29.9
"Russian Federation",1991,32.4
"Russian Federation",1992,43.7
"Russian Federation",1992,54.2
"Russian Federation",1992,35.7
"Russian Federation",1992,43.8
"Russian Federation",1992,37.1
"Russian Federation",1992,44
"Russian Federation",1993,46.1
"Russian Federation",1993,48
"Russian Federation",1993,50
"Russian Federation",1994,43.6
"Russian Federation",1994,44.1
"Russian Federation",1994,44.6
"Russian Federation",1995,47.1
"Russian Federation",1995,38.2
"Russian Federation",1995,47.3
"Russian Federation",1995,43.9
"Russian Federation",1995,43.3
"Russian Federation",1996,48
"Russian Federation",1996,37.6
"Russian Federation",1996,50.1
"Russian Federation",1996,48.3
"Russian Federation",1997,34.6
"Russian Federation",1997,38.8
"Russian Federation",1997,37
"Russian Federation",1998,44.6
"Russian Federation",1998,37.6
"Russian Federation",1998,34.6
"Russian Federation",1998,48.7
"Russian Federation",1998,37.4
"Russian Federation",1999,37.5
"Russian Federation",2000,43.2
"Russian Federation",2000,45.6
"Russian Federation",2000,42.6
"Russian Federation",2001,52.1
"Russian Federation",2001,42.2
"Russian Federation",2002,31
"Russian Federation",2002,49.1
"Russian Federation",2003,37.3
"Russian Federation",2004,40.3
"Russian Federation",2004,46.9
"Russian Federation",2005,44.5
"Russian Federation",2006,45.1
"Russian Federation",2007,43.7
"Russian Federation",2007,37
"Russian Federation",2008,42.3
"Russian Federation",2009,40.1
"Russian Federation",2010,35.4
"Rwanda",1984,28.9
"Rwanda",1985,28.9
"Rwanda",2000,45.1
"Rwanda",2006,53.1
"Rwanda",2011,49
"Sao Tome And Principe",2001,50.8
"Senegal",1960,52.4
"Senegal",1960,56
"Senegal",1960,58.7
"Senegal",1970,51.3
"Senegal",1970,54.9
"Senegal",1970,49
"Senegal",1971,43
"Senegal",1991,54.1
"Senegal",1991,55
"Senegal",1991,61.2
"Senegal",1994,41.3
"Senegal",1994,29.3
"Senegal",2001,41.3
"Senegal",2001,41.3
"Senegal",2005,39.2
"Serbia",2002,31.1
"Serbia",2003,40.3
"Serbia",2003,32
"Serbia",2004,39.3
"Serbia",2004,33
"Serbia",2005,39.3
"Serbia",2005,31.3
"Serbia",2006,34.7
"Serbia",2006,38.8
"Serbia",2007,32
"Serbia",2007,36.5
"Serbia",2008,32.7
"Serbia",2008,34.5
"Serbia",2009,27.8
"Serbia And Montenegro",1963,32.4
"Serbia And Montenegro",1963,31.2
"Serbia And Montenegro",1964,23
"Serbia And Montenegro",1965,30.6
"Serbia And Montenegro",1966,27.2
"Serbia And Montenegro",1966,23
"Serbia And Montenegro",1967,25.8
"Serbia And Montenegro",1967,24
"Serbia And Montenegro",1968,34.7
"Serbia And Montenegro",1968,24.6
"Serbia And Montenegro",1968,32.3
"Serbia And Montenegro",1968,24.3
"Serbia And Montenegro",1968,23.9
"Serbia And Montenegro",1968,17.9
"Serbia And Montenegro",1968,34.7
"Serbia And Montenegro",1969,26
"Serbia And Montenegro",1969,24
"Serbia And Montenegro",1970,25
"Serbia And Montenegro",1971,23
"Serbia And Montenegro",1971,24.3
"Serbia And Montenegro",1972,23
"Serbia And Montenegro",1972,22.8
"Serbia And Montenegro",1973,22
"Serbia And Montenegro",1973,32
"Serbia And Montenegro",1973,22.1
"Serbia And Montenegro",1974,22.7
"Serbia And Montenegro",1974,21
"Serbia And Montenegro",1975,21
"Serbia And Montenegro",1975,21.8
"Serbia And Montenegro",1976,21.4
"Serbia And Montenegro",1976,21
"Serbia And Montenegro",1978,33
"Serbia And Montenegro",1978,34.2
"Serbia And Montenegro",1978,22
"Serbia And Montenegro",1979,22
"Serbia And Montenegro",1980,21
"Serbia And Montenegro",1981,20
"Serbia And Montenegro",1982,21
"Serbia And Montenegro",1983,21
"Serbia And Montenegro",1983,31.8
"Serbia And Montenegro",1984,32.8
"Serbia And Montenegro",1985,32.4
"Serbia And Montenegro",1986,33.2
"Serbia And Montenegro",1987,33.3
"Serbia And Montenegro",1988,32.9
"Serbia And Montenegro",1988,38.7
"Serbia And Montenegro",1989,25.3
"Serbia And Montenegro",1989,32.3
"Serbia And Montenegro",1990,26.8
"Serbia And Montenegro",1990,27.5
"Serbia And Montenegro",1990,31.9
"Serbia And Montenegro",1990,40.3
"Serbia And Montenegro",1991,30.5
"Serbia And Montenegro",1991,31.7
"Serbia And Montenegro",1991,29.4
"Serbia And Montenegro",1992,30
"Serbia And Montenegro",1992,34.7
"Serbia And Montenegro",1992,28.8
"Serbia And Montenegro",1993,45.6
"Serbia And Montenegro",1993,33.4
"Serbia And Montenegro",1993,33.8
"Serbia And Montenegro",1994,32.1
"Serbia And Montenegro",1994,32.7
"Serbia And Montenegro",1994,34.3
"Serbia And Montenegro",1995,28.4
"Serbia And Montenegro",1995,33.7
"Serbia And Montenegro",1995,31.9
"Serbia And Montenegro",1996,33.8
"Serbia And Montenegro",1996,35.5
"Serbia And Montenegro",1996,27.3
"Serbia And Montenegro",1997,27.5
"Serbia And Montenegro",1997,29.4
"Serbia And Montenegro",1998,28.9
